"estado";"lei";"desc";"link"
"Rio de Janeiro";"Decreto Nº 47052 de 29 de abril de 2020";"DISPÕE SOBRE AS MEDIDAS DE ENFRENTAMENTO DA PROPAGAÇÃO DECORRENTE DO NOVO CORONAVÍRUS (COVID-19), EM DECORRÊNCIA DA SITUAÇÃO DE EMERGÊNCIA EM SAÚDE E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/rj/decreto-n-47052-2020-rio-de-janeiro-dispoe-sobre-as-medidas-de-enfrentamento-da-propagacao-decorrente-do-novo-coronavirus-covid-19-em-decorrencia-da-situacao-de-emergencia-em-saude-e-da-outras-providencias"
"Minas Gerais";"Decreto Nº 47932 de 29 de abril de 2020";"Prorroga a suspensão de prazos de processos administra - tivos prevista no caput art. 5º do Decreto nº 47.890, de 19 de março de 2020, em razão do estado de CALAMIDADE PÚBLICA, em todo o território do Estado.";"http://leisestaduais.com.br/mg/decreto-n-47932-2020-minas-gerais-prorroga-a-suspensao-de-prazos-de-processos-administra-tivos-prevista-no-caput-art-5o-do-decreto-no-47-890-de-19-de-marco-de-2020-em-razao-do-estado-de-calamidade-publica-em-todo-o-territorio-do-estado"
"Rio de Janeiro";"Decreto Nº 47051 de 29 de abril de 2020";"DISPÕE SOBRE REGRAS DE LICITAÇÃO E DISPENSA DE LICITAÇÃO PARA A CONTRATAÇÃO DE BENS E SERVIÇOS, INCLUSIVE DE ENGENHARIA, DESTINADOS AO ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL DECORRENTE DO CORONAVÍRUS DE QUE TRATA A LEI FEDERAL Nº 13.979, DE 06 DE FEVEREIRO DE 2020, E DÁ OUTRAS PROVIDÊNCIAS.";"http://leisestaduais.com.br/rj/decreto-n-47051-2020-rio-de-janeiro-dispoe-sobre-regras-de-licitacao-e-dispensa-de-licitacao-para-a-contratacao-de-bens-e-servicos-inclusive-de-engenharia-destinados-ao-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-de-que-trata-a-lei-federal-no-13-979-de-06-de-fevereiro-de-2020-e-da-outras-providencias"
"São Paulo";"Decreto Nº 64956 de 29 de abril de 2020";"Determina a obrigatoriedade do uso de máscaras de proteção facial no âmbito do serviço de transporte público de passageiros de responsabilidade do Estado de São Paulo, e dá providências correlatas.";"http://leisestaduais.com.br/sp/decreto-n-64956-2020-sao-paulo-determina-a-obrigatoriedade-do-uso-de-mascaras-de-protecao-facial-no-ambito-do-servico-de-transporte-publico-de-passageiros-de-responsabilidade-do-estado-de-sao-paulo-e-da-providencias-correlatas"
"Bahia";"Lei Ordinária Nº 14261 de 29 de abril de 2020";"Dispõe sobre o uso obrigatório de máscaras pelas pessoas em circulação externa, bem como no trânsito, nos municípios em que estão em vigor os Decretos Legislativos de Reconhecimento de Estado de Calamidade Pública aprovados pela Assembleia Legislativa do Estado da Bahia e que tenham confirmado caso de COVID-19, como medida de enfretamento à propagação e infecção do Coronavírus, causador da COVID-19, na forma que indica, e dá outras providências.";"http://leisestaduais.com.br/ba/lei-ordinaria-n-14261-2020-bahia-dispoe-sobre-o-uso-obrigatorio-de-mascaras-pelas-pessoas-em-circulacao-externa-bem-como-no-transito-nos-municipios-em-que-estao-em-vigor-os-decretos-legislativos-de-reconhecimento-de-estado-de-calamidade-publica-aprovados-pela-assembleia-legislativa-do-estado-da-bahia-e-que-tenham-confirmado-caso-de-covid-19-como-medida-de-enfretamento-a-propagacao-e-infeccao-do-coronavirus-causador-da-covid-19-na-forma-que-indica-e-da-outras-providencias"
"Mato Grosso do Sul";"Lei Ordinária Nº 5500 de 29 de abril de 2020";"Estabelece medidas excepcionais a serem aplicadas aos Concursos Públicos para o Ingresso no Curso do Formação das Carreiras de Oficiais e Praças da Polícia Militar e do Corpo de Bombeiros Militar em andamento no âmbito do Estado de Mato Grosso do Sul, em decorrência da situação de emergência declarada em razão da pandemia por Doenças Infecciosas Virais - COVID-19.";"http://leisestaduais.com.br/ms/lei-ordinaria-n-5500-2020-mato-grosso-do-sul-estabelece-medidas-excepcionais-a-serem-aplicadas-aos-concursos-publicos-para-o-ingresso-no-curso-do-formacao-das-carreiras-de-oficiais-e-pracas-da-policia-militar-e-do-corpo-de-bombeiros-militar-em-andamento-no-ambito-do-estado-de-mato-grosso-do-sul-em-decorrencia-da-situacao-de-emergencia-declarada-em-razao-da-pandemia-por-doencas-infecciosas-virais-covid-19"
"Paraná";"Lei Ordinária Nº 20189 de 28 de abril de 2020";"Obriga, no Estado do Paraná, o uso de máscaras enquanto perdurar o estado de calamidade pública em decorrência da pandemia do coronavírus SARS-CoV-2, e adota outras providências.";"http://leisestaduais.com.br/pr/lei-ordinaria-n-20189-2020-parana-obriga-no-estado-do-parana-o-uso-de-mascaras-enquanto-perdurar-o-estado-de-calamidade-publica-em-decorrencia-da-pandemia-do-coronavirus-sars-cov-2-e-adota-outras-providencias"
"Tocantins";"Decreto Nº 6088 de 28 de abril de 2020";"Determina a implementação de ação conjunta, na forma que especifica, destinada ao enfrentamento da COVID-19 (novo Coronavírus).";"http://leisestaduais.com.br/to/decreto-n-6088-2020-tocantins-determina-a-implementacao-de-acao-conjunta-na-forma-que-especifica-destinada-ao-enfrentamento-da-covid-19-novo-coronavirus"
"Santa Catarina";"Decreto Nº 582 de 28 de abril de 2020";"Altera o Decreto nº 562, de 2020, que declara estado de calamidade pública em todo o território catarinense, nos termos do COBRADE 1.5.1.1.0 - doenças infecciosas virais, para fins de enfrentamento à COVID-19, e estabelece outras providências.";"http://leisestaduais.com.br/sc/decreto-n-582-2020-santa-catarina-altera-o-decreto-no-562-de-2020-que-declara-estado-de-calamidade-publica-em-todo-o-territorio-catarinense-nos-termos-do-cobrade-1-5-1-1-0-doencas-infecciosas-virais-para-fins-de-enfrentamento-a-covid-19-e-estabelece-outras-providencias"
"São Paulo";"Decreto Nº 64954 de 28 de abril de 2020";"Autoriza a Fazenda do Estado a outorgar o uso dos imóveis que especifica à União dos Moradores e do Comércio de Paraisópolis, e dá providências correlatas.";"http://leisestaduais.com.br/sp/decreto-n-64954-2020-sao-paulo-autoriza-a-fazenda-do-estado-a-outorgar-o-uso-dos-imoveis-que-especifica-a-uniao-dos-moradores-e-do-comercio-de-paraisopolis-e-da-providencias-correlatas"
"Mato Grosso do Sul";"Decreto Nº 15416 de 27 de abril de 2020";"Altera a redação do caput do art. 5º do Decreto nº 15.391, de 16 de março de 2020, que dispõe sobre as medidas temporárias a serem adotadas, no âmbito da Administração Pública do Estado de Mato Grosso do Sul, para a prevenção do contágio da doença COVID-19 e enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (SARS-CoV-2), no território sulmato-grossense, e dá outras providências.";"http://leisestaduais.com.br/ms/decreto-n-15416-2020-mato-grosso-do-sul-altera-a-redacao-do-caput-do-art-5o-do-decreto-no-15-391-de-16-de-marco-de-2020-que-dispoe-sobre-as-medidas-temporarias-a-serem-adotadas-no-ambito-da-administracao-publica-do-estado-de-mato-grosso-do-sul-para-a-prevencao-do-contagio-da-doenca-covid-19-e-enfrentamento-da-emergencia-de-saude-publica-de-importancia-internacional-decorrente-do-coronavirus-sars-cov-2-no-territorio-sulmato-grossense-e-da-outras-providencias"
"Paraná";"Decreto Nº 4545 de 27 de abril de 2020";"Altera o Decreto nº 4.317, de 21 de março de 2020.";"http://leisestaduais.com.br/pr/decreto-n-4545-2020-parana-altera-o-decreto-no-4-317-de-21-de-marco-de-2020"
"Mato Grosso do Sul";"Decreto Nº 15420 de 27 de abril de 2020";"Acrescenta os arts. 2º-C, 2º-D e 2º-E ao Decreto nº 15.391, de 16 de março de 2020, que dispõe sobre as medidas temporárias a serem adotadas, no âmbito da Administração Pública do Estado de Mato Grosso do Sul, para a prevenção do contágio da doença COVID-19 e enfrentamento da emergência de saúde pública da importância internacional decorrente do coronavírus (SARS-CoV-2), no território sulmato-grossense.";"http://leisestaduais.com.br/ms/decreto-n-15420-2020-mato-grosso-do-sul-acrescenta-os-arts-2o-c-2o-d-e-2o-e-ao-decreto-no-15-391-de-16-de-marco-de-2020-que-dispoe-sobre-as-medidas-temporarias-a-serem-adotadas-no-ambito-da-administracao-publica-do-estado-de-mato-grosso-do-sul-para-a-prevencao-do-contagio-da-doenca-covid-19-e-enfrentamento-da-emergencia-de-saude-publica-da-importancia-internacional-decorrente-do-coronavirus-sars-cov-2-no-territorio-sulmato-grossense"
"Pernambuco";"Decreto Nº 48972 de 27 de abril de 2020";"Autoriza a contratação temporária de pessoal para, no âmbito da Universidade de Pernambuco - UPE, atender à situação de excepcional interesse público relacionada à emergência em saúde pública e ao estado de calamidade pública decorrente da COVID-19.";"http://leisestaduais.com.br/pe/decreto-n-48972-2020-pernambuco-autoriza-a-contratacao-temporaria-de-pessoal-para-no-ambito-da-universidade-de-pernambuco-upe-atender-a-situacao-de-excepcional-interesse-publico-relacionada-a-emergencia-em-saude-publica-e-ao-estado-de-calamidade-publica-decorrente-da-covid-19"
"Sergipe";"Decreto Nº 40588 de 27 de abril de 2020";"Estabelece novas estratégias de enfrentamento e prevenção à epidemia causada pelo COVID-19, com aplicação do Distanciamento Social Seletivo (DSS), altera o art. 2º e 4º do Decreto nº 40.576, de 16 de abril de 2020, dispõe sobre o uso obrigatório de máscaras respiratórias e dá outras providências.";"http://leisestaduais.com.br/se/decreto-n-40588-2020-sergipe-estabelece-novas-estrategias-de-enfrentamento-e-prevencao-a-epidemia-causada-pelo-covid-19-com-aplicacao-do-distanciamento-social-seletivo-dss-altera-o-art-2o-e-4o-do-decreto-no-40-576-de-16-de-abril-de-2020-dispoe-sobre-o-uso-obrigatorio-de-mascaras-respiratorias-e-da-outras-providencias"
"Mato Grosso do Sul";"Decreto Nº 15417 de 27 de abril de 2020";"Acrescenta dispositivo ao art. 3º do Decreto nº 15.396, de 19 de março de 2020, que declara o âmbito do Estado de Mato Grosso do Sul, situação de emergência em razão da pandemia por Doenças Infecciosas Virais - COVID-19 (COBRADE 1.5.1.1.0), amplia as medidas de prevenção a serem adotadas no território sul-mato-grossense.";"http://leisestaduais.com.br/ms/decreto-n-15417-2020-mato-grosso-do-sul-acrescenta-dispositivo-ao-art-3o-do-decreto-no-15-396-de-19-de-marco-de-2020-que-declara-o-ambito-do-estado-de-mato-grosso-do-sul-situacao-de-emergencia-em-razao-da-pandemia-por-doencas-infecciosas-virais-covid-19-cobrade-1-5-1-1-0-amplia-as-medidas-de-prevencao-a-serem-adotadas-no-territorio-sul-mato-grossense"
"Mato Grosso";"Decreto Nº 465 de 27 de abril de 2020";"Regulamenta a Lei nº 11.110, de 22 de abril de 2020, que dispõe sobre a obrigatoriedade do uso de máscaras como medida não farmacológica para evitar a disseminação do novo coronavírus (covid-19) no âmbito do Estado de Mato Grosso, e dá outras providências.";"http://leisestaduais.com.br/mt/decreto-n-465-2020-mato-grosso-regulamenta-a-lei-no-11-110-de-22-de-abril-de-2020-que-dispoe-sobre-a-obrigatoriedade-do-uso-de-mascaras-como-medida-nao-farmacologica-para-evitar-a-disseminacao-do-novo-coronavirus-covid-19-no-ambito-do-estado-de-mato-grosso-e-da-outras-providencias"
"São Paulo";"Decreto Nº 64953 de 27 de abril de 2020";"Estende o prazo a que alude o ""caput"" do artigo 2º do Decreto nº 64.879, de 20 de março de 2020, que determinou a suspensão das atividades de natureza não essencial na Administração Pública estadual, no contexto da pandemia da COVID-19.";"http://leisestaduais.com.br/sp/decreto-n-64953-2020-sao-paulo-estende-o-prazo-a-que-alude-o-caput-do-artigo-2o-do-decreto-no-64-879-de-20-de-marco-de-2020-que-determinou-a-suspensao-das-atividades-de-natureza-nao-essencial-na-administracao-publica-estadual-no-contexto-da-pandemia-da-covid-19"
"Tocantins";"Decreto Nº 6087 de 27 de abril de 2020";"Dispõe sobre o uso de máscaras faciais, a suspensão de atividades educacionais e jornada de trabalho, na forma que especifica, e adota outras providências.";"http://leisestaduais.com.br/to/decreto-n-6087-2020-tocantins-dispoe-sobre-o-uso-de-mascaras-faciais-a-suspensao-de-atividades-educacionais-e-jornada-de-trabalho-na-forma-que-especifica-e-adota-outras-providencias"
"Mato Grosso";"Lei Ordinária Nº 11117 de 27 de abril de 2020";"Dispõe sobre a prorrogação excepcional da validade dos documentos, como certidões, autorizações e permissões, suspende todas as vistorias no setor de transportes e renova automaticamente as licenças e outros exigíveis pelo Estado que sejam emitidos pelos Municípios no âmbito do Estado de Mato Grosso, em razão da pandemia do novo coronavírus (covid-19).";"http://leisestaduais.com.br/mt/lei-ordinaria-n-11117-2020-mato-grosso-dispoe-sobre-a-prorrogacao-excepcional-da-validade-dos-documentos-como-certidoes-autorizacoes-e-permissoes-suspende-todas-as-vistorias-no-setor-de-transportes-e-renova-automaticamente-as-licencas-e-outros-exigiveis-pelo-estado-que-sejam-emitidos-pelos-municipios-no-ambito-do-estado-de-mato-grosso-em-razao-da-pandemia-do-novo-coronavirus-covid-19"
"Rondônia";"Decreto Nº 24981 de 27 de abril de 2020";"Regulamenta a suspensão temporária dos descontos de empréstimos consignados em folha de pagamento no âmbito do Poder Executivo Estadual e dá outras providências.";"http://leisestaduais.com.br/ro/decreto-n-24981-2020-rondonia-regulamenta-a-suspensao-temporaria-dos-descontos-de-emprestimos-consignados-em-folha-de-pagamento-no-ambito-do-poder-executivo-estadual-e-da-outras-providencias"
"Mato Grosso";"Lei Ordinária Nº 11115 de 27 de abril de 2020";"Fica determinado, no âmbito do Estado de Mato Grosso, que as concessionárias de transportes públicos realizem diariamente desinfecção e limpeza de seus veículos para contenção do coronavírus (covid-19) e dá outras providências.";"http://leisestaduais.com.br/mt/lei-ordinaria-n-11115-2020-mato-grosso-fica-determinado-no-ambito-do-estado-de-mato-grosso-que-as-concessionarias-de-transportes-publicos-realizem-diariamente-desinfeccao-e-limpeza-de-seus-veiculos-para-contencao-do-coronavirus-covid-19-e-da-outras-providencias"
"Rondônia";"Decreto Nº 24979 de 26 de abril de 2020";"Dispõe sobre o Estado de Calamidade Pública, regulamenta quarentena e restrição de serviços e atividades em todo o território do Estado de Rondônia e revoga o Decreto nº 24.919, de 5 de abril de 2020.";"http://leisestaduais.com.br/ro/decreto-n-24979-2020-rondonia-dispoe-sobre-o-estado-de-calamidade-publica-regulamenta-quarentena-e-restricao-de-servicos-e-atividades-em-todo-o-territorio-do-estado-de-rondonia-e-revoga-o-decreto-no-24-919-de-5-de-abril-de-2020"
"Mato Grosso";"Decreto Nº 464 de 24 de abril de 2020";"Dispõe sobre a prorrogação dos prazos de validade das licenças de operação, outorgas e cadastros de consumidores de produtos florestais.";"http://leisestaduais.com.br/mt/decreto-n-464-2020-mato-grosso-dispoe-sobre-a-prorrogacao-dos-prazos-de-validade-das-licencas-de-operacao-outorgas-e-cadastros-de-consumidores-de-produtos-florestais"
"São Paulo";"Decreto Nº 64949 de 23 de abril de 2020";"Dá nova redação ao artigo 4º do Decreto nº 64.881, de 22 de março de 2020, que decreta quarentena no Estado de São Paulo, no contexto da pandemia da COVID-19 (Novo Coronavírus), e dá providências complementares.";"http://leisestaduais.com.br/sp/decreto-n-64949-2020-sao-paulo-da-nova-redacao-ao-artigo-4o-do-decreto-no-64-881-de-22-de-marco-de-2020-que-decreta-quarentena-no-estado-de-sao-paulo-no-contexto-da-pandemia-da-covid-19-novo-coronavirus-e-da-providencias-complementares"
"Rio Grande do Sul";"Decreto Nº 55207 de 23 de abril de 2020";"Altera o Decreto nº 55.129, de 19 de março de 2020, que institui Gabinete de Crise para o Enfrentamento da Epidemia COVID-19, Conselho de Crise para o Enfrentamento da Epidemia COVID-19, Grupo Interinstitucional de Monitoramento das Ações de Prevenção e Mitigação dos efeitos do COVID19 no Sistema Prisional do Estado do Rio Grande do Sul e Centro de Operação de Emergência - COVID 19 (COE COVID-19) do Estado do Rio Grande do Sul.";"http://leisestaduais.com.br/rs/decreto-n-55207-2020-rio-grande-do-sul-altera-o-decreto-no-55-129-de-19-de-marco-de-2020-que-institui-gabinete-de-crise-para-o-enfrentamento-da-epidemia-covid-19-conselho-de-crise-para-o-enfrentamento-da-epidemia-covid-19-grupo-interinstitucional-de-monitoramento-das-acoes-de-prevencao-e-mitigacao-dos-efeitos-do-covid19-no-sistema-prisional-do-estado-do-rio-grande-do-sul-e-centro-de-operacao-de-emergencia-covid-19-coe-covid-19-do-estado-do-rio-grande-do-sul"
"Rio Grande do Sul";"Decreto Nº 55208 de 23 de abril de 2020";"Estabelece a estrutura do Comitê de Dados, instituído pelo Decreto nº 55.129, de 19 de março de 2020.";"http://leisestaduais.com.br/rs/decreto-n-55208-2020-rio-grande-do-sul-estabelece-a-estrutura-do-comite-de-dados-instituido-pelo-decreto-no-55-129-de-19-de-marco-de-2020"
"Ceará";"Lei Ordinária Nº 17206 de 23 de abril de 2020";"Cria O Programa Estadual De Incentivo Às Doações Para A Saúde Como Política De Enfrentamento E Redução Dos Impactos Provocados Pela Pandemia Do Novo Coronavírus, Durante O Estado De Calamidade Pública Reconhecido Em Âmbito Estadual.";"http://leisestaduais.com.br/ce/lei-ordinaria-n-17206-2020-ceara-cria-o-programa-estadual-de-incentivo-as-doacoes-para-a-saude-como-politica-de-enfrentamento-e-reducao-dos-impactos-provocados-pela-pandemia-do-novo-coronavirus-durante-o-estado-de-calamidade-publica-reconhecido-em-ambito-estadual"
"Ceará";"Lei Complementar Nº 216 de 23 de abril de 2020";"Dispõe Sobre O Prazo Prescricional De Infrações Disciplinares Cometidas Por Agentes Públicos Estaduais Que Estejam Sob Investigação Ou Apuração Do Âmbito Do Estado, Durante O Período De Enfrentamento Ao Novo Coronavírus.";"http://leisestaduais.com.br/ce/lei-complementar-n-216-2020-ceara-dispoe-sobre-o-prazo-prescricional-de-infracoes-disciplinares-cometidas-por-agentes-publicos-estaduais-que-estejam-sob-investigacao-ou-apuracao-do-ambito-do-estado-durante-o-periodo-de-enfrentamento-ao-novo-coronavirus"
"Goiás";"Decreto Nº 9655 de 23 de abril de 2020";"Dispõe sobre a possibilidade de os servidores públicos se tornarem voluntários para prestação de serviços humanitários ou trabalhos sociais, em razão da pandemia causada pelo novo coronavírus (COVID-19).";"http://leisestaduais.com.br/go/decreto-n-9655-2020-goias-dispoe-sobre-a-possibilidade-de-os-servidores-publicos-se-tornarem-voluntarios-para-prestacao-de-servicos-humanitarios-ou-trabalhos-sociais-em-razao-da-pandemia-causada-pelo-novo-coronavirus-covid-19"
"Mato Grosso";"Decreto Nº 462 de 22 de abril de 2020";"Atualiza os critérios para aplicação de medidas não farmacológicas excepcionais, de caráter temporário, restritivas à circulação e às atividades privadas, para a prevenção dos riscos de disseminação do coronavírus em todo o território de Mato Grosso.";"http://leisestaduais.com.br/mt/decreto-n-462-2020-mato-grosso-atualiza-os-criterios-para-aplicacao-de-medidas-nao-farmacologicas-excepcionais-de-carater-temporario-restritivas-a-circulacao-e-as-atividades-privadas-para-a-prevencao-dos-riscos-de-disseminacao-do-coronavirus-em-todo-o-territorio-de-mato-grosso"
